source,target
i saw one week ago on tv (the 23th annual) the fashion show in paris and i was very surrprised because of this style.,i saw one week ago on tv (the 23rd annual) the fashion show in paris and i was very suprised because of the style.
"all models had a very strange long shoes made from black skin, the trouses was quite short and the jackets was elegant with blazzend materiell.","all the models had very strange long shoes made from black leather, the trousers were quite short and the jackets were elegant with emblazoned material."
"the people will wear clothes from natural materials like silk, comfortable and elgant.","people will wear clothes made from natural materials like silk, which will be comfortable and elegant."
the colours will be very good quality and the fashion will be changed very quickly like now.,the colours will be of a very good quality and the fashions will change very quickly like now.
because the world is now a global village the people will wear at least one part of traditional or national clothes (for example peasnt jacket or hat) like now in rural areas from time to time.,"because the world is now a global village people will wear at least one item of traditional or national clothing (for example a peasant jacket or hat), like they do now in rural areas from time to time."
i am writing to tell you that i stayed very disappointed with the theatre.,i am writing to tell you that i was very disappointed with the theatre.
"one of my reasons to travel to london, was this theatre.",one of my reasons for travelling to london was this theatre.
"i knew that ""over the rainbow"" was horrible!","i thought that ""over the rainbow"" was horrible!"
"in the propaganda had written that danny brook and tina truelove are supposed to be the actors, and in the theatre had totally differents actors.","in the advertisement it was written that danny brook and tina truelove are the actors, and in the theatre you had totally different actors."
i bought my tickets fuee days before the theatre thinking i will have discounts.,i bought my tickets fuee days before the performance thinking i would get a discount.
but it happenned the opposite.,but happened the oppositethe opposite happened.
i payed the same as who bought the tickets ten minutes before the theatre.,i paid the same as a who bought the tickets ten minutes before the performance.
other thing i have to complement is about the time of the theatre.,another thing i have to complain about is the time of the performance.
"it was supposed to starts at half past seven, and it started only at fifteen past eight.","it was supposed to start at half past seven, and it only started at fifteen minutes past eight."
"after all this, i want to know if i will have some money back.","after all this, i want to know if i will get some money back."
yours sincerelly,yours sincerely
"the technology is essencial to our life, we need it on each minute, on each second.","technology is essential to our life, we need it each minute, each second."
it is rare the schools that don't have a multimedia centre with many computers to the students use.,it is rare that schools don't have a multimedia centre with many computers for the students to use.
but it is good and bad in the same time.,but this is good and bad at the same time.
"good because you can have acess to a lot of informations, and it is bad because the computers are getting the people's work.","good because you can have access to a lot of information, and it is bad because the computers are doing people's work."
who have the certain that the computers will not get the place of the teachers?,who has the certain knowledge that computers will not take the place of teachers?
it is interesting to starts to think about this point.,it is interesting to start to think about this point.
another point is that the television is taking the childhood of the children.,another point is that television is taking childhood away from children.
"for example, our parents had time to played with dolls or toys, and the new generation don't have time for this, because they spend a lot of time in front of televisions that only shows silly programmes.","for example, our parents had time to play with dolls or toys, and the new generation don't have time for this, because they spend a lot of time in front of televisions that only show silly programmes."
"we need this technology, but we have to know how to control this.","we need this technology, but we have to know how to control it."
"the programme contains enjoyment and education, what is very esencial for young people.","the programme offers enjoyment and education, which is essential for young people."
"however, we would like to say, that recently the advertisement for the london fashion and leisure show has been seen by one of your english class student.","however, we would like to say that recently an advertisement for the london fashion and leisure show has been seen by one of your english class students."
"the show will be about latest fashions, leisure and sports wear, make up and hairstyles.","the show will be about the latest fashions, leisure and sports wear, make-up and hairstyles."
"secondaly, because we do not have to pay for the tickets.","secondly, because we do not have to pay for the tickets."
we have already orgonised our visit new programme.,we have already organised our visit in a new programme.
"the show is on tuesday and we could go to see the show in the afternoon, instead of shopping.","the show is on tuesday and we could go to see the show in the afternoon, instead of going shopping."
"we think, that we may shopping next day, on wednesday, in our free time.","we think that we can go shopping the next day, on wednesday, in our free time."
we are looking foraward to hearing from you.,we are looking forward to hearing from you.
students.,students
"the future is unexpectable and human beings are afriad of dangers, such as tornado or earthquake.","the future is unpredictable and human beings are afraid of dangers, such as tornados or earthquakes."
"thinking about home like a place to live, is not already worth.",thinking about home as a place to live is not already worth.
we must think about home from other point of view.,we must think about home from another point of view.
we need to make our home a place where we want to come back after the work or school.,we need to make our home a place where we want to come back to after work or school.
it has to be pleasure to be there for us.,it has to be a pleasure to be there for us.
"what we really need in the next millenium is love, that is what will keep all family together and forever.","what we really need in the next millennium is love, that is what will keep all the family together forever."
do we care about a new carpet or a fashionable furniture?,do we care about a new carpet or fashionable furniture?
no; i do not think so.,"no, i do not think so."
live is too short to think about the poscesives.,life is too short to think about possessivespossessions.
"the houses will change because of new technologe, what may make our live more comfortable.","our houses will change because of new technology, which may make our lifelives more comfortable."
we will used to that.,we will get used to that.
"what depends on us, is how atmospher we will have in our houses.","what depends on us, is the atmosphere we will have in our houses."
"the home of the future, for me, is a place of hapinest.","the home of the future, for me, is a place of happiness."
"we cannot aware future technologe, but we might still have some feelings to eachothers.","we cannot be aware of future technology, but we might still have some feelings for each other."
i am writing to answer to the questions i have been asked in your previous letter.,i am writing to answer the questions i have been asked in your previous letter.
i have decided i would like to visit camp california only in july because i have already organized an other trip for the month of august.,i have decided i would like to visit camp california only in july because i have already organized another trip for the month of august.
i would rather prefer sleeping in log cabins if its possible because i have back problems and i am not allowed to sleep on the ground.,i would prefer sleeping in a log cabin if it's possible because i have back problems and i am not allowed to sleep on the ground.
i have also chosen as activities the ones of golf and tennis.,i have also chosen as activities the options of golf and tennis.
i am rather good at these sports because i have practised them since i was a little girl.,i am rather good at these sports because i have played them since i was a little girl.
do i have to take with me my tennis ?,do i have to take my tennis racquet and my golf bag with me?
i would be very thankful to recieve answers to my questions.,i would be very grateful to receive answers to my questions.
"boy, he's really really handsom!","boy, he's really really handsome!"
"i was in charge of the lights of the stage, you know, all those colourful lights that go all around the stage.","i was in charge of the stage lights, you know, all those colourful lights that go all around the stage."
it was hard work because i have been practising for several weeks.,it was hard work and i had been practising for several weeks.
i had to learn what part of the stage had to be lightened with a blue light or a green one.,i had to learn what part of the stage had to be lit with a blue light and what part a green one.
even though i ended terribly tired i really enjoyed myself.,even though i ended up terribly tired i really enjoyed myself.
it was a strange experience because its something new for me.,it was a strange experience because it's something new to me.
"yours friend,","your friend,"
i was so surprised but so glad to read that i won the first prize in your competition.,i was so surprised but so glad to read that i had won the first prize in your competition.
"in response to your question and if you don't mind, i would prefer to travel in july because i've already chosen my holiday and my boss won't give me another one.","in response to your question and if you don't mind, i would prefer to travel in july because i've already booked my holiday and my boss won't give me another one."
i like very much the and would particularly enjoy painting them after a walk.,i like the mountains very much and would particularly enjoy painting them after a walk.
would you be so kind as to write me as soon as possible because i need the accurate date of the journey.,would you be so kind as to write to me as soon as possible because i need the precise date of the journey.
i've got four children and have to organise their time without mother.,i've got four children and have to organise their time without their mother.
"furthermore, i would like to know exactly which kind of clothes i have to take with and how much money i'll be supposed to spend there.","furthermore, i would like to know exactly what kind of clothes i have to take with me and how much money i should expect to spend there."
"yours faithfully,","yours sincerely,"
shopping is my everyday life.,shopping is a part of my everyday life.
i'm a mother of four children and you can easily imagine how many things i have to buy in a week.,i'm a mother of four and you can easily imagine how many things i have to buy in a week.
"it starts with food (monstruous) and goes on with clothes, pills, games and so on.","it starts with food (monstrous) and goes on to clothes, pills, games and so on."
"but unlikely to what you could think, i love shopping.","but contrary to what you might expect, i love shopping."
i find it a very relaxing moment.,i find it very relaxing .
"at home, you have to work hard and you're often stressful because of your children always asking you for something.","at home, you have to work hard and you're often stressed because your children are always asking you for something."
"when you're shopping, you can finally relax, just admiring what you're seeing.","when you're shopping, you can finally relax, just admiring what you see."
your only work consist in choosing what suits you or buying what you prefer for dinner for instance; furthermore you're not disturbed: it's a dream!,"your only task consists in choosing what suits you or buying what you prefer for dinner, for instance; furthermore you're not disturbed: it's a dream!"
"to be fair, i must say that i've noticed one disadvantage on shopping: you need money!","to be fair, i must say that i've noticed one drawback to shopping: you need money!"
"you'll understand, i'm sure, that i prefer shopping at the beginning of every month.","you'll understand, i'm sure, why i prefer shopping at the beginning of every month."
in order to change this situation i could win the lottery: a dream too!,in order to change this situation i would have to win the lottery: another dream !
"i went to the circle theatre to see the musical show ""over the rainbow.""","i went to the circle theatre to see the musical show ""over the rainbow""."
"secondly, in the advertisement it was that the show was to start at 19:30.","secondly, in the advertisement it said that the show was to start at 19:30."
"thirdly, it was that discounts were available but we were again frustrated, seing they were not available.","thirdly, it said that discounts were available but we were again frustrated, seeing they were not available."
"we did not have ""a perfect evening"" as it was , actually we had an evening full of the theatre's mistakes and were extremely disappointed.","we did not have ""a perfect evening"" as it said, actually we had an evening full of the theatre's mistakes and were extremely disappointed."
i suppose it will be better for your theatre's reputation to give at least some of my money back.,i think it will be better for your theatre's reputation to give at least some of my money back.
"yours sincerely,","yours sincerelyfaithfully,"
"if i were to talk about my own life, my speech would be simple: ""my electronic alarm-clock wakes me up in the morning.","if i were to talk about my own life, my speech would be simple: ""my electronic alarm clock wakes me up in the morning."
"in my spare time, i watch television, play with my computer, or chat in the internet..."" there is no sentence without electronic devices.","in my spare time, i watch television, play with my computer, or chat on the internet..."" there is no sentence without electronic devices."
i have friends in the internet and can learn anything while surfing in it.,i have friends on the internet and can learn anything while surfing it.
my daily life is programmed up to the virtual world i created.,my daily life is programmed to the virtual world i created.
thank you for your letter and i am very pleased that i won the first prize in your compition.,thank you for your letter and i am very pleased that i won the first prize in your competition.
"firstly, i would like to go to california in june if his is possible because i will have finished my course in merton college at the end of june.","firstly, i would like to go to california in june if this is possible because i will have finished my course in merton college at the end of june."
"secondly, i would prefer to staying in a tent rather than staying in a log cabin in order to have experience, which i haven't had before.","secondly, i would prefer to stay in a tent rather than staying in a log cabin in order to have an experience which i haven't had before."
i am very knee on swimming and playing tennis so that i have had a part-time job in a sports centre in the evenings.,i am very keen on swimming and playing tennis so i have had a part-time job in a sports centre in the evenings.
"in addition to all this, i would appriciate it if you could let me have more details about clothes and how much i shall be paid for the travel.","in addition to all this, i would appreciate it if you could let me have more details about clothes and how much i shall be paid for the trip."
the aim of this report is to describe our english classes in merton college and suggest that what we should film for making a short video.,the aim of this report is to describe our english classes in merton college and suggest what we should film for making a short video.
another reason is that it will be more useful for forigen students who want to speak english.,another reason is that it will be more useful for foreign students who want to speak english.
a number of forigen students have recently been increasing.,the number of foreign students has recently been increasing.
it is also thought that school trips are to be filmed because it is a wide range of interesting places available.,it is also thought that school trips are to be filmed because there are a wide range of interesting places available.
it is believed that one of the most popular activities in merton college.,it is believed to be one of the most popular activities in merton college.
"to sum up, it is recommened that speaking classes and school trips should be filmed.","to sum up, it is recommended that speaking classes and school trips should be filmed."
"dear mrs. jane clark,","dear mrs. clark,"
"recently i was at the annual international arts festival, that you organized.",recently i was at the annual international arts festival that you organized.
i'm writing this letter to thank you for giving a possibility to know more about modern art.,i'm writing this letter to thank you for giving the opportunity to know more about modern art.
"i think, it is a wonderful idea to organize such festivals each year, because it is very interesting to learn some news about life in other countries.","i think it is a wonderful idea to organize such festivals each year, because it is very interesting to learn some news about life in other countries."
"unfortunately, only six countries were represented this year at the festival, but i hope that soon there would be much more of them.","unfortunately, only six countries were represented this year at the festival, but i hope that soon there will be many more of them."
"i extremely liked all concerts, shows, exhibitions, but why there weren't any photograph exhibitions?","i really liked all the concerts, shows, and exhibitions, but why weren't there any photographic exhibitions?"
"i think, you should make some next year.",i think you should have some next year.
"then, i want to mark, that concert halls were too small, that is why they were overcrowded during some concerts.","also, i want to point out that the concert halls were too small, that is why they were overcrowded during some concerts."
"then, i want to say, that plays and films were exellent, but it wasn't enough of them for me.","also, i want to say that the plays and films were excellent, but there weren't enough of them for me."
may be you should make more next year?,maybe you should have more next year.
"and at the end, my opinion is that one weekend ticket for all events is a great idea, because you don't have to stay in queues to buy a ticket for a show, you want to go to.","and finally, my opinion is that one weekend ticket for all events is a great idea, because you don't have to wait in queues to buy a ticket for a show you want to go to."
"you asked, if there are some school rules in my country.",you asked if there are some school rules in my country.
"as you know, i'm studying at the private academy, so the rules in my institute are different from the rules in state institutes.","as you know, i'm studying at a private academy, so the rules in my institute are different from the rules in state institutes."
in our acadamy we are not allowed to smoke.,in our academy we are not allowed to smoke.
the fine for smoking on the academy is territory is 100 dollars.,the fine for smoking on the academy's premises is 100 dollars.
"well, i have rather modern parents, so they don't prohibit me to go to the discoes or somewhere with my friends.","well, i have rather modern parents, so they don't stop me going to discos or somewhere with my friends."
the only rule for me at home is to walk out with my dog three times a day.,the only rule for me at home is to walk my dog three times a day.
"look forward to hearing from you,","i look forward to hearing from you,"
i guess you can imagine how happy and excited i am at this time.,i guess you can imagine how happy and excited i am right now.
"here are the few information about my stay at camp california, that you asked my to complete:",here is the few information about my stay at camp california that you asked me to provide:
"for the date of the travel, i wonder if it would be possible in july because i'm going to pass a very important exam at the end of june.","regarding the best dates for my visit, i wonder if it would be possible to come in july because i'm going to sit a very important exam at the end of june."
two weeks in the usa would be a great occasion for me to relax after that.,two weeks in the usa would be a great opportunity for me to relax after that.
you asked my to chose my accommodation between tents and cabins.,you asked me to choose my accommodation from either tents or cabins.
i prefer sleeping in a log cabin (i made a very bad experience with tents while i was camping with friends last year),i prefer sleeping in a log cabin (i had a very bad experience with tents while i was camping with friends last year)
the activities listed in your letter seemded to be all interesting.,the activities listed in your letter seemed to be all interestingall seemed to be interesting.
"i choosed to do baskelball (i play in a club, i have a good level) and photography (there must be beautiful pictures to take in california).","i chose to play basketball (i play in a club, i am quite good) and to do photography (there must be beautiful pictures to take in california)."
could you please tell me if i have to take special clothes with me.,could you please tell me if i have to take any special clothes with me?
"if it's not two much to ask, could you also tell me how much money i should take with me for food or evening activities at the camp","if it's not too much to ask, could you also tell me how much money i should take with me for food or evening activities at the camp?"
so i took the train to lausanne (i live in lavaux and it's impossible to find a pair of sneakers in this whole damned city!),so i took the train to lausanne (i live in lavaux and it's impossible to find the right pair of sneakers in this whole damned city!)
to buy a new pair to play outdoor this summer.,to buy a new pair to play outdoors in this summer.
"after having visited shops during 10 hours and tried at least 2,000 shoes, i finally found what i was looking for.","after having looked around the shops for 10 hours and tried at least 2,000 shoes, i finally found what i was looking for - the shoes of my dreams (well designed and not too expensive)."
"the shoes of my dreams (well designed and not too expensive) so i went back to the station, very proud of me with my sneakers in a white plastic bag and a great smile on my face.","so i went back to the station, very proud of myself with my sneakers in a white plastic bag and a great smile on my face."
"i stayed that happy during the travel, thinking of how cool i would look on the playground with my brand new shoes on.","i stayed happy during the journey, thinking of how cool i would look in the playground with my brand-new shoes on."
it seems like i will have to play with old shoes for one more summer...,it seems like i will have to play in old shoes for one more summer...
"i am writing to complain about the musical show ""over the rainbow"" which was performed in your theatre two weeks ago.","i am writing to complain about the musical show ""over the rainbow"", which was performed in your theatre two weeks ago."
first of all that evening there was not danny brook but an unknown and not very good actor.,"first of all, danny brook was not there that evening but an unknown and not very good actor."
then at the tickets-office i was said that no discounts were available so i had to pay the full prize despite i am a student.,then at the ticket-officeticket office i was told that no discounts were available so i had to pay the full price despite the fact that i am a student.
"finally i would have had dinner at the theatre restaurant if it had not been already closed because the show finished, obviously, late.","finally i would have had dinner at the theatre restaurant if it had not already been closed because the show finished, obviously, late."
i am really not satisfied with the show-organization particularly because in the advertisement you wrote something different.,i am really not satisfied with the organisation of the show particularly because in the advertisement you wrote something false.
"unfortunately, pat wasn't good at keeping secret.","unfortunately, pat wasn't good at keeping secrets."
last week we had another demostration of this.,last week we had another demonstration of this.
on monday we decided to organize a surprise-party for ted's birthday on tuesday evening.,on monday we decided to organize a surprise party for ted's birthday on tuesday evening.
"anna prepared the cake, peter organized the music, heather and i went to buy the present; pat said: ""ok i'll phone to some of ted's friends to invite them"".","anna made the cake, peter organized the music, heather and i went to buy the present; pat said: ""ok, i'll phone some of ted's friends to invite them""."
"obviously ted should have known nothing about it and we remembered it to pat twice: ""the party is a secret!!""","obviously ted should not have known anything about it and we reminded it to patreminded pat of that twice: ""the party is a secret!!"""
"on tuesday afternoon we met to prepare the last details; pat said: ""i've just phoned to tommy, billy and alison and i met ted yesterday evening: they all have said ok for the party..""","on tuesday afternoon we met to arrange the last details; pat said: ""i've just phoned tommy, billy and alison and i met ted yesterday evening: they all have said ok for the party.."""
in that moment she understood that something was wrong!,at that moment she understood that something was wrong!
i'm pleased to receive your litter and realy happy that i won the first prize.,i'm pleased to receive your letter and really happy that i won the first prize.
i would prefer to travel only on july because it's when my vacations start.,i would prefer to travel only in july because it's when my vacations start.
i could even think about skyping's school.,i could even think about skipping school.
july is also good because the wethear is warm and i could enjoyed mor the time that i will spend in the camp.,july is also good because the weather is warm and i could enjoy more the time that i will spend in the campthe time i will spend in the camp more.
i would prefer the tends because i'll be in touch with the nature and i could listen the sounds of the night.,i would prefer a tentstent because i'll be in touch with nature and i could listen to the sounds of the night.
i think i can handde it very well.,i think i can handle it very well.
i've choosen photography because i love to take pictures!,i've chosen photography because i love to take pictures!
i've never chose any classes or training but i think i can take very good pictures.,i've never chosentaken any classes or training but i think i can take very good pictures.
if i have to take special equipement to the activities that i've chosen,if i have to take any special equipment for the activities that i've chosen
"if is there a phone, a fax or e-mail so i can be in touch with my familie?","whether there is a phone, a fax or e-mail so i can be in touch with my family."
if yes how much?,if so how much?
i hope i've answered all you questions and i would be please if mine could also be answered.,i hope i've answered all your questions and i would be pleased if mine could also be answered.
"your sincerely,","yours sincerely,"
i'm writing to you to tell you about a pop concert that happend here in são rafael.,i'm writing to you to tell you about a pop concert that happened here in são rafael.
"red hot chilli pepers came here for a short time and they played at the ""chedicard hall"".","red hot chilli peppers came here for a short time and they played at the ""chedicard hall""."
it was realy cool because i did some backstage job.,it was really cool because i did some backstage work.
"i helped with the clothing with some paperwork, with the microphones, with the computers.","i helped with the clothing, with some paperwork, with the microphones, with the computers."
i was everywher.,i was everywhere.
"i took lots of pictures, asked for authographs and i even gave them my cel phone number!","i took lots of pictures, asked for autographs and i even gave them my cell phone number!"
"they promissed me that they would call me some day, what i particulary doubt.","they promised me that they would call me someday, which i particularly doubt."
some thing that was also great was to watch the show from the back stage.,something that was also great was to watch the show from backstage.
it's an unique experience.,it's a unique experience.
i wished you could be there with me.,i wished you could have been there with me.
i hope you answer this letter as quik as possible with lots of thing to tell me.,i hope you answer this letter as quickquickly as possible with lots of thing to tell me.
"there is only one thing we don't agree with you , it is the tuesday 14 march.","there is only one thing we don't agree with you about, it is the tuesday 14 march."
the show is not as expensive as the science museum because the entry of the show is free for students.,the show is not as expensive as the science museum because entry to the show is free for students.
"you see, the programme has only to be changed on tuesday morning.","you see, the programme only has to be changed on tuesday morning."
in the afternoon we go shopping how you have organised in your programme.,in the afternoon we go shopping how you have organised your programme.
in our opinion; it is enough to go one time in a museum and it is on wednesday .,in our opinion it is enough to go one time to a museum and it is on wednesday .
thank you in advance for your trouble,thank you in advance for your trouble.
"now, we are in the 21th century.","now, we are in the 21st century."
most of us live in houses or flats and it is most very comfortable.,most of us live in houses or flats and it is mostly very comfortable.
but in which kind of homes will people stay in the future?,but in what kind of homes will people live in the future?
what will be different and what wont change?,what will be different and what won't change?
we can need our imagination for answering these questions but we will never know the right answer.,we will need our imagination to answer these questions but we will never know the right answer.
i would like to travel in july only because they will need me at work in august.,"i would like to travel in july only, because they will need me at work in august."
"for the first activity, i must tell you that i am very keen on singing but that i have very few experience in it.","regarding the first activity, i must tell you that i am very keen on singing but that i have very little experience in it."
"concerning swimming, i practise this sport once a week on myself, so i am just an amateur, not a great swimmer!","concerning swimming, i do this sport once a week by myself, so i am just an amateur, not a great swimmer!"
"otherwise, i would like to ask you which clothes i will have to take in my luggage.","otherwise, i would like to ask you what clothes i will have to take in my luggage."
is it worth to take a raincoat?,is it worth taking a raincoat?
going for shopping is a good thing when you don't know what to do but it has also many disavantages.,going shopping is a good thing when you don't know what else to do but it also has many disadvantages.
"especially if you go shopping on a saturday, when people are on week-end.","especially if you go shopping on a saturday, when people are on weekend."
streets are crowded and you can't walk easily.,the streets are crowded and you can't walk easily.
"secondly, shopping is stressful, especially if you had to find a cloth for a precise day, and nothing fits you.","secondly, shopping is stressful, especially if you have to find a particular item of clothing for a special day and nothing fits you."
"however, shopping is entertaining if you don't know what to do.","however, shopping is entertaining if you don't know what else to do."
"moreover, it is pleasant to try many clothes and to see what you look like in various clothes, especially if you are in a foreign country.","moreover, it is fun to try on many different types of clothes and to see what you look like in various clothes, especially if you are in a foreign country."
it can be funny!,it can be fun!
"for instance, if you try a cloth which fits you well, it can contribute to make you feel better.","for instance, if you try on an item of clothing which fits you well, it can contribute to making you feel better."
"it is a very good shedule, especially because you have considered different activities for us.","it is a very good schedule, especially because you have considered different activities for us."
"personally, i think it can be a great opportunity because it is something we all want to attent to, and we are all fond of the latest fashion.","personally, i think it could be a great opportunity because it is something we all want to attend , and we are all interested in the latest fashion."
we noticed that it is free for students so the price of the trip will not rise.,"we noticed that it is free for students, so the price of the trip will not rise."
"we discussed about the programme, and because the show will take the whole day, we would not mind going to the science museum on wenesday instead of having free time all afternoon.","we discussed the programme, and because the show will take the whole day, we would not mind going to the science museum on wednesday instead of having free time all afternoon."
yours sincerelly,yours sincerely
"i wasn't sure of what to do, and the pressure of everyone watching me, was driving me mad.","i wasn't sure of what to do, and the pressure of everyone watching me was driving me mad."
i didn't even think of boking down.,i didn't even think of looking down.
"then, by some 'strange power' my left foot was moving and i wanted to stop it, but it was too difficult.","then, by some 'strange power', my left foot was moving and i wanted to stop it, but it was too difficult."
"the clock was running.. tic, tac... and suddenly everything stopped.","the clock was running.. tick, tock... and suddenly everything stopped."
i felt an enourmous peace.,i felt an enormous peace.
"those minutes, up in the air, feeling the wind in my face, were fantastic....and then i was terrified when i couldn't open the parachute!","those minutes up in the air, feeling the wind in my face, were fantastic....and then i was terrified when i couldn't open the parachute!"
"fortunatelly, i wasn't alone.","fortunately, i wasn't alone."
yours faithfully.,yours sincerely.
"dear, helen",dear helen
"can you tell me what sort of clothes do i need to bring, please.","can you tell me what sort of clothes i need to bring, please."
i'm not sure about the weather in california in the daytime and in the nightime.,i'm not sure about the weather in california in the daytime and in the nighttime.
and any idea of how much money do i need to bring.,and do you have any idea how much money i need to bring?
thank you very much for your offerring.,thank you very much for your offeringoffer.
i hope to hear back from you.,i hope to hear from you.
thanks for the letter asking about a pop concert.,thanks for the letter asking about the pop concert.
my responsibilities are selling the tickets and making sure that everything is right.,my responsibilities were selling the tickets and making sure that everything was alright.
it was good to work with a lot of people and shared experiences.,it was good to work with a lot of people and to share experiences.
i would feel sad if i didn't go there.,i would feel sad if i hadn't gone there.
they gave me a concert printed t-shirt.,they gave me a concert t-shirt.
i'll show you by photographs.,i'll show you my photographs.
from that time i had a lot of friends also some of them are old friends from college.,from that time i had a lot of friends also some of them were old friends from college.
so we are still keep in touch.,so we still keep in touch.
and next concert we were promised we'll be there again.,and the next concert we were promised we'll be there again.
i wish you were there with us.,i wish you had been there with us.
because sometimes you wouldn't have known the experience until you had done it.,because sometimes you wouldn't have known the experience until you had had it.
any way i will sent you some photographs.,"anyway, i will send you some photographs."
please send my love to your family.,please give my love to your family.
"thank you, it's great to hear for about my winning.","thank you, it was great to hear about my prize."
you ask me for some informations - here they are.,you ask me for some information - here it is.
"first i can do the travel only in july, because i can't get freetime in any other month.","first i can travel only in july, because i can't get any free time in any other month."
"the next thing is, that i would prefer a log cabine.",the next thing is that i would prefer a log cabin.
"about the activities during the camp i can tell you, that i like to play tennis and i do it very good.","about the activities at the camp, i can tell you that i like to play tennis and i play it very well."
"it's a very favourite sport also in our region (area), but i did never found time to do it.","it's a very popular sport in our region (area) also, but i have never found time to do it."
i'm a beginner in golf you have to know.,i'm a beginner at golf you have to know.
now a question from me to you: is it possible to pay the different things with credit-card?,now a question from me to you: is it possible to pay for the different things by credit card?
another question - what sorts of clothes shall i bring with me?,another question - what sort of clothes shall i bring with me?
is july a hot and dry month or is it raining sometimes?,is july a hot and dry month or does it rain sometimes?
"i think, this will be all i want to know.",i think this will be all i want to know.
"if there is any other question from your part, please call me or write again.","if there are any other questions on your part, please call me or write again."
"i'm looking forward to hear from you,","i'm looking forward to hearing from you,"
yours sincerely,yours faithfully
the concert started on the 15th of may and it was a real great session in our valley.,the concert started on the 15th of may and it was a really great session in our valley.
i was so happy when they told me to help them with the organisation.,i was so happy when they asked me to help them with the organisation.
"i was responsible to the advertisments and i had also to invite the ""important persons"" from our governement.","i was responsible for the advertisements and i also had to invite the ""important people"" from our government."
"it was realy a new job for me, but i think, i have done good.","it was really a new job for me, but i think i did well."
i've learned a lot about management and especially - how stars are living.,i've learned a lot about management and especially how stars live.
one evening we went all together out for diner and after we visited our new disco.,one evening we all went out for dinner and after we went to a new disco.
a good idea at least - you come here and i tell you some other story's.,a good idea at least - you come here and i will tell you some other stories.
in the meanwhile enjoy your life -,in the meantime enjoy your life -
it made me happy and i would like to than you for the opportunity you offer me,it made me happy and i would like to thank you for the opportunity you are offering me.
i think that this is the most ideal month for a trip to california.,i think that this is the ideal month for a trip to california.
this period the days are sunny and the weather won't prevent me from doing a lot of activities.,during this period the days are sunny and the weather won't prevent me from doing a lot of activities.
about the accomodation i would prefer to stay in a cabin.,regarding the accommodation i would prefer to stay in a cabin.
i think that the combins are safer than the tents and they can protect you better in case the weather changes.,i think that the cabins are safer than the tents and they can protect you better in case the weather changes.
the two activities i have chosen is swimming and climbing.,the two activities i have chosen are swimming and climbing.
i selected swimming because this is one of my hobbies and i'm good enough t this sector.,i selected swimming because this is one of my hobbies and i'm good enough at this activity.
i chose climbing because i'm intrested in this sport even if i'm not experienced.,i chose climbing because i'm interested in this sport even though i'm not experienced.
as a conclusion i would like to ask you about the money and the cloths i must take with .,as a conclusion i would like to ask you about the money and the clothes i must take with me.
yours sincierly,yours sincerely
as you asked me i will write you about the experience i had helping at the pop concert.,as you asked me i will write to you about the experience i had helping at the pop concert.
all the children helped as much as they could and that's why the result was beautiful enough.,all the children helped as much as they could and that's why the result was beautiful .
before the concert i helped in carring and putting in order some chairs on which would sit some special .,before the concert i helped with carrying and putting in order some chairs on which some special people would sit.
"at the concert, what i had to do was to give out refreshments and drinkings to the audience.","at the concert, what i had to do was to give out refreshments and drinkingdrinks to the audience."
in addition i had the opportunity to talk to the singers and have a lot of autogrammes by them.,in addition i had the opportunity to talk to the singers and get a lot of autographs by them.
i will never forget these days and for sure i will take part in activities like this in the future.,i will never forget these days and definitely ii definitely will take part in activities like this in the future.
yours faithfully alexander.,yours sincerely alexander
"then, the show started t 20.15 pm instead of 19.30.","then, the show started at 20.15 instead of 19.30."
my euro star was at 22 pm.,my euro star was at 22.00.
"on the developpement, they also said that they will be a discount for students who are between eighteen and twenty-five years old but it was totally wrong because i paid the full price which was £20.","on the development, they also said that there would be a discount for students who are between eighteen and twenty-five years old but that was totally wrong because i paid the full price, which was £20."
"finally, i wanted to buy something to drink, the restaurant was closed because it was on a bank holiday!","finally, i wanted to buy something to drink, but the restaurant was closed because it was a bank holiday!"
"as a conclusion, it was the worse evening i have ever had in my life so i ask you for money back.","in conclusion, it was the worst evening i have ever had in my life so i must ask you for my money back."
"your faithfully,","yours faithfully,"
the modern technology has changed my daily life a lot.,modern technology has changed my daily life a lot.
"then, nine persons out of ten have a mobile phone in our society.","also, nine people out of ten have a mobile phone in our society."
"when i want to call someone, i don't need to look after a phone box.","when i want to call someone, i don't need to look for a phone box;"
people can phone me at anytime they want from everywhere,people can phone me at any time they want from anywhere;
"when i go out, sometimes my parents are worried so they phone to me if everything is going alright.","when i go out, sometimes my parents are worried so they phone me to see if everything is alright."
"as a conclusion, i agree that modern technology has changed my daily life but i am sure that in the future, my life will not be the same as now because more modern technology will appear.","in conclusion, i agree that modern technology has changed my daily life but i am sure that, in the future, my life will not be the same as now because more modern technology will appear."
