text_name,Error_type,Error_span,Correction,Error_sentence
2014_EEm_31_1.txt,Choice of lexical item,aspect,index,"As shown, the population of old people in Sweden and USA is extremely different from the same aspect in Japan. "
2014_EEm_31_2.txt,Choice of lexical item,take,accept,Some people are confident that universities have to take the same amount of men and women to each subject or faculty in oder to share ideals of tolerance in the all over the world. 
2014_EEm_31_2.txt,Choice of lexical item,confident,sure,Some people are confident that universities have to take the same amount of men and women to each subject or faculty in oder to share ideals of tolerance in the all over the world. 
2014_EEm_31_2.txt,Choice of lexical item,amount,numbers,Some people are confident that universities have to take the same amount of men and women to each subject or faculty in oder to share ideals of tolerance in the all over the world. 
2014_EEm_31_2.txt,Choice of lexical item,ideals,ideas,Some people are confident that universities have to take the same amount of men and women to each subject or faculty in oder to share ideals of tolerance in the all over the world. 
2014_EEm_31_2.txt,Choice of lexical item,then,than,All people should have common rights and no one group of people does not deserve to be higher then other. 
2014_EEm_31_2.txt,"Change, addition, deletion of a part of collocation",it will be really untolerate situation,it will not be tolerant,But if students are going to be chosen by their sex it will be really intolerable situation. 
2014_EEm_31_2.txt,Choice of lexical item,linked with,connected to,Men and women have to know that there is nothing what linked with their natural species and that is why each of them should be hard-working and have good skills to get what they want. 
2014_EEm_31_2.txt,Choice of lexical item,honest,valid,"Moreover, how may the results of exams be honest if director of universities would take students only for proportional criteria? "
2014_EEm_31_2.txt,Choice of lexical item,director,heads,"Moreover, how may the results of exams be honest if director of universities would take students only for proportional criteria? "
2014_EEm_31_2.txt,Choice of lexical item,realise,understand,"To my point of view, I cannot really realise how such system could work in real situation. "
2014_EEm_31_2.txt,Choice of lexical item,confident,sure,I am confident that this idea does not cost such problems and difficulties. 
2014_EEm_31_2.txt,Choice of lexical item,does not cost,is not worth of,I am confident that this idea does not cost such problems and difficulties. 
2014_EEm_31_2.txt,Choice of lexical item,right,equal,"To sum up, it is important to say that there are must be right opportunities for all kind of people in all sphere of our life. "
2014_EEm_31_2.txt,Choice of lexical item,sphere,,"To sum up, it is important to say that there are must be right opportunities for all kind of people in all sphere of our life. "
2014_EEm_31_2.txt,Choice of lexical item,radical,unappealable,But people should not be to radical in their wishes because that way often is too dangerous to realise and may lead to unexpected results.
2014_EEm_31_2.txt,Choice of lexical item,unexpectable,unpredicatble,But people should not be to radical in their wishes because that way often is too dangerous to realise and may lead to unexpected results.
2014_EEm_32_1.txt,Choice of lexical item,was,had,"The trends for USA ans Sweden were almost the same until the 1930, when Sweden population begun to grow rapidly, while in the USA population was a slow growth."
2014_EEm_33_1.txt,Choice of lexical item,viewous,noticeably,"First of all, proportion of population aged 54 and over in Japan is visibly different that other countries. "
2014_EEm_33_1.txt,Choice of lexical item,that,than,"First of all, proportion of population aged 54 and over in Japan is visibly different that other countries. "
2014_EEm_33_1.txt,"Change, addition, deletion of a part of collocation",was without changing,did not change,"From 1940 till 1960 percentage of older people fall down from 5% to 4%, after until 1990 year it was without changing, when slowly increase to 2030. "
2014_EEm_33_1.txt,Choice of lexical item,when,then,"From 1940 till 1960 percentage of older people fall down from 5% to 4%, after until 1990 year it was without changing, when slowly increase to 2030. "
2014_EEm_33_1.txt,Choice of lexical item,then,than,"In USA and Sweden it is more various, than in Japan, but percentage of elderly group of people is rising up faster and impulsive then in previous countries between 1940 and 2040."
2014_EEm_33_1.txt,Choice of lexical item,previous,other,"In USA and Sweden it is more various, than in Japan, but percentage of elderly group of people is rising up faster and impulsive then in previous countries between 1940 and 2040."
2014_EEm_33_2.txt,Choice of lexical item,persons,numbers,That means at technical and humanitarian faculties will be equal persons of male and female sex. 
2014_EEm_33_2.txt,Choice of lexical item,rescreate,change,"But if universities will recreate their study system, following this idea, might been problem. "
2014_EEm_33_2.txt,Choice of lexical item,following this idea,according to this idea,"But if universities will recreate their study system, following this idea, might been problem. "
2014_EEm_33_2.txt,Choice of lexical item,needness,necessity,"While other men, who would want to study at this university will have needs to search another university, where vacancies will open. "
2014_EEm_33_2.txt,Choice of lexical item,want,like,"While other men, who would want to study at this university will have needs to search another university, where vacancies will open. "
2014_EEm_33_2.txt,Choice of lexical item,tries,trying,"Because tries to accept similar numbers of male and female students it is good change for making base of democracy, but it is not best area of changing for this. "
2014_EEm_33_2.txt,Word choice,for reality,in practice,"In conclusion, I would like to repeat sometimes educational system being need changes, but all of these ideas should examined for reality. "
2014_EEm_34_1.txt,Choice of lexical item,accordingly,respectively,"It is predicted that after 2020 the proportion of Japan's population will rocket to approximately 27% in 2040, when Sweden and the USA will stand at 25% and 23% accordingly. "
2014_EEm_34_1.txt,Choice of lexical item,was,estimated,In 1990 the proportion of people aged 65 and over was from 5% to approximately 9% in three countries. 
2014_EEm_34_2.txt,Choice of lexical item,needed,necessary,That's why it is quite important for people to get needed education and skills. 
2014_EEm_34_2.txt,Word choice,is needed to,should,"To sum up, education is needed to provide to all people nowadays. "
2014_EEm_34_2.txt,Choice of lexical item,rich,reach,"I suppose, in modern world we don't have ""male"" or ""female"" spheres, every person can do his best in every subject, rich high achievements. "
2014_EEm_34_2.txt,Choice of lexical item,marks,scores,"It is important to have equal rights for men and women, so the university should have the same requires for people, but not the equal numbers, because (in some subjects) it is not equal opportunities for people, some men (or women) is needed more low marks than others. "
2014_EEm_35_1.txt,Choice of lexical item,increased,decreasing,"The proportion of population ages 65 and over in Japan had been slightly increased from 5% to 3% between the 1940s and the 1960s, but then in had grown to 10% in the next 7 decades and jumped up to 28% in the 2040s. "
2014_EEm_35_1.txt,Choice of lexical item,in,it,"The proportion of population ages 65 and over in Japan had been slightly increased from 5% to 3% between the 1940s and the 1960s, but then in had grown to 10% in the next 7 decades and jumped up to 28% in the 2040s. "
2014_EEm_35_2.txt,Choice of lexical item,the same,equal,"To sum up, I'd love to say that this projects opens and absolutely new, tolerant level of education which is very important for all countries, especially those where men and women don't have the same rights. "
2014_EEm_35_2.txt,Choice of lexical item,and,an,"To sum up, I'd love to say that this projects opens and absolutely new, tolerant level of education which is very important for all countries, especially those where men and women don't have the same rights. "
2014_EEm_35_2.txt,Choice of lexical item,love,like,"To sum up, I'd love to say that this projects opens and absolutely new, tolerant level of education which is very important for all countries, especially those where men and women don't have the same rights. "
2014_EEm_35_2.txt,Choice of lexical item,increase,decrease,It can increase the number of sexist stereotypes that chemistry or political economy are preferred mostly by male students. 
2014_EEm_35_2.txt,Choice of lexical item,as,to be,"Secondly, this decision can help more students of both sexes to broad their minds and find interest in those subjects they didn't expect as interesting ones. "
2014_EEm_35_2.txt,Choice of lexical item,share,show,"By the way, it'll give great opportunities for girls and boys to share their talents in absolutely different fields of studies. "
2014_EEm_35_2.txt,Choice of lexical item,taken in,brought to,"So, if this project will be taken in a real life one day, it'll open great opportunities for different students, paying little attention to what sexes they are."
2014_EEm_36_1.txt,Choice of lexical item,in intensive way,sharply,Between 1960 and 1990 the graph went up in intensive way with a peak in 1980. 
2014_EEm_36_1.txt,Choice of lexical item,illustrate,shows,"From 1990 and 2010 this age group illustrate a great increase, but after that we see a fall to 18 percent. "
2014_EEm_36_1.txt,Choice of lexical item,picked,peaked,After that tendency peaked at 25 percent. 
2014_EEm_36_1.txt,Word choice,Second result shows Sweden,Sweden will be the second,"Second result shows Sweden, and after that USA."
2014_EEm_36_1.txt,Choice of lexical item,plateau places,levelling,Finally USA line as others represent a major tend but with a great amount of plateau places (from 1980 to 2020; between 1940 and 1960 we also see very little progress). 
2014_EEm_36_1.txt,Word choice,"the ""Japan line""",the percentage of the elderly Japanese,"And, finally, the ""Japan line"" rapidly growth from 10% to 25% during 2030-s until the tendency becoming less considerable. "
2014_EEm_36_1.txt,Word choice,represent great progress,see a great increase,But after 2020 this situation is going to change and in 2040 USA will represent great progress (24%). 
2014_EEm_36_1.txt,Choice of lexical item,represent,undergo,Finally USA line as others represent a major tend but with a great amount of plateau places (from 1980 to 2020; between 1940 and 1960 we also see very little progress). 
2014_EEm_36_1.txt,"Change, addition, deletion of a part of collocation",After all,After that,After all we see a sharp increase between 1990 and 2030. 
2014_EEm_36_2.txt,Choice of lexical item,encounter with,face,"In modern society we still encounter with strange stereotypes, which affect a lot on students decisions about their profession. "
2014_EEm_36_2.txt,"Change, addition, deletion of a part of collocation",in this term,in this way,And in this term the role of universities is huge. 
2014_EEm_36_2.txt,Choice of lexical item,complicated,difficult,"Ultimately, this is, as I said before, is very difficult question and as I have never been in other countries, so it is very complicated for me to imagine such a situation, because in the USSR this topic had not any sense: everybody worked and had an occupation he wanted."
2014_EEm_36_2.txt,Choice of lexical item,atract,draw,And the first thing they can do against discrimination is to talk about this problem loudly to attract attention of the mass-media on that theme. 
2014_EEm_37_1.txt,Choice of lexical item,pick,,From 2000 to 2040 it has a strong increase and reaches the peak in 2040. 
2014_EEm_37_1.txt,Choice of lexical item,inspite,as against,"Sweden and the USA have more common parts, in spite Japan."
2014_EEm_37_1.txt,Choice of lexical item,pick,peak,"To sum up, all of three countries reaches the pick in 2040. "
2014_EEm_37_1.txt,Choice of lexical item,link,line,The Japan link has a decrease between 1940 and 1960 (5-3%). 
2014_EEm_37_1.txt,Choice of lexical item,pick,,At the same time the proportion of population in Sweden has an increase again and reaches the peak in 2040 too. 
2014_EEm_37_1.txt,Choice of lexical item,pick,,The proportion of the population in the USA behaves steadily between 2000 and 2020 and reaches the peak in 2040. 
2014_EEm_37_1.txt,Choice of lexical item,growth up,increase,"Also, they growth up from 1960 to 1980 (10-15%). "
2014_EEm_37_1.txt,Choice of lexical item,close,similar,It is clearly seen that the USA and Sweden have close proportion. 
2014_EEm_38_1.txt,Choice of lexical item,has,demonstrates,The firs thing we can point out is that number of people who is 65 and over has a visible increase in the period around 2030-s - 2040-s for every of three countries. 
2014_EEm_38_1.txt,Choice of lexical item,rapid,steep,The key difference is that USA's trend is having a stable period during 2000-s - 2020-s while Sweden has rapid rise and then slight fall in population agen 65. 
2014_EEm_38_1.txt,Choice of lexical item,low,under,The graph we are given illustrates the proportion between low and over 65-aged during the period since 1940-s till 2040-s. 
2014_EEm_38_1.txt,Word choice,65-aged,the age of 65,The graph we are given illustrates the proportion between low and over 65-aged during the period since 1940-s till 2040-s. 
2014_EEm_38_1.txt,Choice of lexical item,stability,plateau,"Then, after stability on the level of 2,5 per cent in 1960-s - 1980-s the trend has a slight rise till 10% in 2030. "
2014_EEm_38_1.txt,Choice of lexical item,then,than,"And then it increases rapidly during 5 years till 25 and more per cent, which is more then Sweden's and USA's numbers. "
2014_EEm_38_1.txt,Choice of lexical item,a few,several,"To conclude, the overall trend is increasing proportion of 65-65-aged and over population in a few decades after 2020."
2014_EEm_38_2.txt,Choice of lexical item,provide,promote,"Universities just cannot provide this idea among students, where everybody wants to learn something interesting, not equal-numbered. "
2014_EEm_38_2.txt,Choice of lexical item,gain,promote,Although I believe universities should gain an interest to a subject as a key point of studying.
2014_EEm_38_2.txt,Choice of lexical item,Overwise,however,Otherwise there are some factors make people think that equal number of males and females is important. 
2014_EEm_38_2.txt,Choice of lexical item,is crashing down,will fail,"I think the try have equal-numbered male and female courses is crashing down, because of this fact. "
2014_EEm_38_2.txt,Word choice,", where everybody wants",who want,"Universities just cannot provide this idea among students, where everybody wants to learn something interesting, not equal-numbered. "
2014_EEm_38_2.txt,Word choice,not equal-numbered,no matter what numbers,"Universities just cannot provide this idea among students, where everybody wants to learn something interesting, not equal-numbered. "
2014_EEm_38_2.txt,Choice of lexical item,argues about,debates on,However there are some argues about this fact. 
2014_EEm_38_2.txt,Choice of lexical item,try,attempt,"I think the try have equal-numbered male and female courses is crashing down, because of this fact. "
2014_EEm_38_2.txt,Word choice,equal-numbered maled and femaled courses,courses with equal numbers of male and female students,"I think the try have equal-numbered male and female courses is crashing down, because of this fact. "
2014_EEm_39_1.txt,Choice of lexical item,calm,smooth,"However, changes in proportion, that are soft and calm for USA and Sweden, are sharp for Japan."
2014_EEm_39_1.txt,Choice of lexical item,with 10%,reaching the 10% level,In 1960 the situation changed with 10% and in 1980 the proportion reached a peak of 15%. 
2014_EEm_39_1.txt,Choice of lexical item,a tendency of growing in,an upward trend of,"To conclude, there is a tendency of growing in number of people, who are 65 and older. "
2014_EEm_39_1.txt,Choice of lexical item,soft,slight,"However, changes in proportion, that are soft and calm for USA and Sweden, are sharp for Japan."
2014_EEm_39_1.txt,Choice of lexical item,is dedicated to,shows the trends of,"The line, that is dedicated to this country, will sharply rise in 2030. "
2014_EEm_39_1.txt,Choice of lexical item,then,than,There was less then 10% of this particular age group in 1940. 
2014_EEm_39_2.txt,Word choice,patriarchy,patriarchal,"According to my beliefs, universities should exclude such parts of the patriarchy culture as unequal number of males and females and provide every student with the same chances, opportunities and choices."
2014_EEm_39_2.txt,Choice of lexical item,Due,thanks,"Due to them we have now a number of theories of human rights, gender theories and, of course, a feminists movement. "
2014_EEm_3_1.txt,Choice of lexical item,than,then,Proportion in Japan has been in decline for 60 years but than becomes higher than in Sweden and USA.
2014_EEm_3_2.txt,"Change, addition, deletion of a part of collocation",To see differences,Paying attention to the differences,To see differences in gender is like racism. 
2014_EEm_3_2.txt,Choice of lexical item,members,,"By the way, some people are sure that faculties should accept equal members of women and men. "
2014_EEm_40_1.txt,Choice of lexical item,from,starting at,And Sweden reached its peak of more than 25% from 7%. 
2014_EEm_40_1.txt,Choice of lexical item,dramatic,large,Before 2010 the number of people over 65 was not so dramatic. 
2014_EEm_40_1.txt,Choice of lexical item,valnurable,noticeable,"The most valnurable changes are seen is Japan and it is the only country, which had downward trend during the period from 1940 to 2005. "
2014_EEm_40_2.txt,Choice of lexical item,of,depending on their,It is a right of every student to choose his or her specialisation of interests.
2014_EEm_40_2.txt,Choice of lexical item,sustained,developed,"Moreover, it is hard to change this situation because it is historically sustained stereotype. "
2014_EEm_40_2.txt,Choice of lexical item,argues about,debates on,There are lots of argues about gender number equality in universities. 
2014_EEm_4_1.txt,Choice of lexical item,amount,number,The amount of people over 65 was rising between 1940 and the end of 1970s. 
2014_EEm_4_2.txt,Choice of lexical item,filology,philology,This great event was happened due to men in philology. 
2014_EEm_4_2.txt,Choice of lexical item,share,have,these people share stereotypes about professions. 
2014_EEm_5_1.txt,"Change, addition, deletion of a part of collocation",in the end,at the end,The main tendency in all three countries is the increase of the percentage of old people in the end of time period being considered. 
2014_EEm_5_1.txt,Choice of lexical item,ultimately,substantially,The growth in the USA Is ultimately milder: significant increase is between the 1960s and the 1980s and from the 1980s until the 2010 the percentage is inconsiderably fluctuating without any remarkable changes. 
2014_EEm_5_1.txt,Choice of lexical item,unconsiderably,slightly,The growth in the USA Is ultimately milder: significant increase is between the 1960s and the 1980s and from the 1980s until the 2010 the percentage is inconsiderably fluctuating without any remarkable changes. 
2014_EEm_5_1.txt,"Change, addition, deletion of a part of collocation",being,,The main tendency in all three countries is the increase of the percentage of old people in the end of time period being considered. 
2014_EEm_5_1.txt,Choice of lexical item,old,elderly,The main tendency in all three countries is the increase of the percentage of old people in the end of time period being considered. 
2014_EEm_5_1.txt,Word choice,place has,is,"Japan has the highest percentage of long-living people, the second place has Sweden, and percentage in the USA in 2040 is a little bit lower, but still remains rather high - about 24 percent. "
2014_EEm_5_1.txt,Choice of lexical item,milder,more even,The growth in the USA Is ultimately milder: significant increase is between the 1960s and the 1980s and from the 1980s until the 2010 the percentage is inconsiderably fluctuating without any remarkable changes. 
2014_EEm_5_1.txt,Word choice,is,took place,The growth in the USA Is ultimately milder: significant increase is between the 1960s and the 1980s and from the 1980s until the 2010 the percentage is inconsiderably fluctuating without any remarkable changes. 
2014_EEm_5_1.txt,Choice of lexical item,hits,will reach,"Until the 1980s it remains stable than until the 2030s there is a mild increase, after that the number rapidly grows and hits the highest point in 2040 - 27 percent. "
2014_EEm_5_1.txt,Word choice,of rising the percentage of old people,of the percentage increase,In Sweden there are three waves of rising the percentage of old people. 
2014_EEm_5_2.txt,Word choice,"cultural, society or humanity studies","cultural or social studies, or liberal arts","Different faculties attracts males and females, for example men tend to choose some technical disciplines to study and women are more likely to choose something connected with cultural, society or humanity studies. "
2014_EEm_5_2.txt,Choice of lexical item,physiological,physical,The second reason for different number of females and males is the physiological conditions. 
2014_EEm_5_2.txt,Choice of lexical item,rising,lifting,So some professions connected with rising big weights are inappropriate for women so that it is understandable that some practical faculties are refusing to teach women. 
2014_EEm_5_2.txt,Word choice,practical faculties,specific areas of applied sciences,So some professions connected with rising big weights are inappropriate for women so that it is understandable that some practical faculties are refusing to teach women. 
2014_EEm_5_2.txt,Word choice,are refusing,reluctant,So some professions connected with rising big weights are inappropriate for women so that it is understandable that some practical faculties are refusing to teach women. 
2014_EEm_5_2.txt,Choice of lexical item,uneasy,tough,"According to all these aspects it should be noticed that despite the uneasy conditions, in which women are living today, sometimes the refuse to allow to work and study some activities for women is reasonable. "
2014_EEm_5_2.txt,Word choice,faculties,areas of studies,"Different faculties attracts males and females, for example men tend to choose some technical disciplines to study and women are more likely to choose something connected with cultural, society or humanity studies. "
2014_EEm_5_2.txt,Word choice,the will of students,students' choice,"Sometimes people make another decisions but it is undoubtful that percentage of males and females in different faculties varies and the main cause is the will of students, not the stereotypes. "
2014_EEm_5_2.txt,Word choice,According to all these aspects,"having said that,","According to all these aspects it should be noticed that despite the uneasy conditions, in which women are living today, sometimes the refuse to allow to work and study some activities for women is reasonable. "
2014_EEm_5_2.txt,"Change, addition, deletion of a part of collocation",face with,face,"They are paid less than males, they often cannot get a good job according to their gender and these are only a small list of difficulties, that every single woman has to face with in the modern world. "
2014_EEm_5_2.txt,Word choice,cure from,solution to,So there is an opinion that the cure from this problem is to forbid acceptance of different number males and females. 
2014_EEm_7_1.txt,Choice of lexical item,procent,percentage,"In 2040 the percentage of old people will be on the high level: in Japan - 26 percent, in USA - 23, in Sweden 25. "
2014_EEm_7_1.txt,Choice of lexical item,high,sharp,"The graph below presents to us, that between 1983 and 2030 in Japan it rise from 3 percent to 10 percent, but in Sweden it is a little fall to 13 13 percent, but there was a high growth to 20 percent in 2010. "
2014_EEm_7_1.txt,Choice of lexical item,presents,shows,"The graph below presents to us, that between 1983 and 2030 in Japan it rise from 3 percent to 10 percent, but in Sweden it is a little fall to 13 13 percent, but there was a high growth to 20 percent in 2010. "
2014_EEm_7_1.txt,Choice of lexical item,be on,reach,"As we can say, in all countries the proportion of aged 65 and over will be on the high level by 2040. "
2014_EEm_7_1.txt,"Change, addition, deletion of a part of collocation",aged,age group,"As we can say, in all countries the proportion of aged 65 and over will be on the high level by 2040. "
2014_EEm_7_1.txt,Choice of lexical item,say,see,"As we can say, in all countries the proportion of aged 65 and over will be on the high level by 2040. "
2014_EEm_7_1.txt,Choice of lexical item,old,elderly,"In conclusion, we can see that the old population is rise up nowadays."
2014_EEm_7_1.txt,Choice of lexical item,of age,aged,"The graph below illustrates how many people's the percentage of age 65 and over live and will be live between 1940 and 2040 in Japan, Sweden and USA. "
2014_EEm_7_1.txt,"Change, addition, deletion of a part of collocation",is rise up,is rising,"In conclusion, we can see that the old population is rise up nowadays."
2014_EEm_7_2.txt,Word choice,so famous and wide spread,so attractive or are more common,Some are not so famous and wide spread than others. 
2014_EEm_7_2.txt,"Change, addition, deletion of a part of collocation",prepare an exam,prepare for exams,"Also knowledge not depends on who you are woman or man, it depends on how you study, prepare an exam and so on. "
2014_EEm_7_2.txt,Word choice,thoughts on,hopes for,"In addition, I would like to say that everyone have different thoughts on their future career, specialization. "
2014_EEm_7_2.txt,Word choice,so on,some other factors,"Also knowledge not depends on who you are woman or man, it depends on how you study, prepare an exam and so on. "
2014_EEm_7_2.txt,"Change, addition, deletion of a part of collocation",such subjects like,such subjects as,"For example, boys often choose such subjects like engineering, economics, physics. "
2014_EEm_8_1.txt,"Change, addition, deletion of a part of collocation",in general way,in general,"First of all, we can see that in general way percent of population aged 65 and over from 1940 to 2040 grow significantly. "
2014_EEm_8_1.txt,Choice of lexical item,in our days,nowadays,"We also can find, that in our days situations in every country are completely different. "
2014_EEm_8_1.txt,Word choice,over 65 and 65,aged 65 years old and over,"Graph illustrates situation of population over 65 and 65 in particular in three countries such as Japan, sweden and USA. "
2014_EEm_8_1.txt,Choice of lexical item,situation,the percentage,"Graph illustrates situation of population over 65 and 65 in particular in three countries such as Japan, sweden and USA. "
2014_EEm_8_1.txt,Word choice,population aged 65 and over,the elderly population,This graph helps us to see that situation with population aged 65 and over can change very often.
2014_EEm_8_1.txt,Word choice,can rise and fall from time to time,rises and then falls again,"In Japan and Sweden we can find dynamic changes, because per cent of population aged over 65 can rise and fall from time to time. "
2014_EEm_8_2.txt,"Change, addition, deletion of a part of collocation",educational places,places at universities,"Some subjects will be very popular among the female group, but number of educational places will be less, because other part of places can be saved for male group. "
2014_EEm_8_2.txt,"Change, addition, deletion of a part of collocation",have their own decidion(?),make their own decision,"But on the other hand, everyone should have their own decision, and, of course a lot of subjects can be more interesting and useful for men, and in the same time it can be very hard for female group to chose it for future career. "
2014_EEm_8_2.txt,Choice of lexical item,less,lower,"Some subjects will be very popular among the female group, but number of educational places will be less, because other part of places can be saved for male group. "
2014_EEm_8_2.txt,Word choice,in general social situation,in social situation in general,"I agree with this opinion, because, I think that this situation can create gender differences and it will have bad results in general social situation. "
2014_EEm_8_2.txt,"Change, addition, deletion of a part of collocation",in the same time,at the same time,"But on the other hand, everyone should have their own decision, and, of course a lot of subjects can be more interesting and useful for men, and in the same time it can be very hard for female group to chose it for future career. "
2014_EEm_8_2.txt,Choice of lexical item,similar,the same,"That is normal situation, but nevertheless we can find other points of view, for example, a lot of people can say that universities should accept similar numbers of boys and girls for every faculty, and this opinion also very important. "
2014_EEm_8_2.txt,"Change, addition, deletion of a part of collocation",in better place,for the better,"Generally, I think this is bad way, which can't solve educational problem, and which can't change situation in better place."
2014_EEm_9_1.txt,"Change, addition, deletion of a part of collocation",an extremely rising up,a surging,"We can see an extremely rising up graph, after the 2030th. "
2014_EEm_9_1.txt,Choice of lexical item,predicting,prediction,"Firstly, we have to notice a great period of time, including the predicting for about 30 years. "
2014_EEm_9_1.txt,"Change, addition, deletion of a part of collocation",results: as,results such as,"Before that, really low positions of Japan could be caused by the Nuclear explosions in Hiroshima and Nagasaki, and after-explosion results: as mutations and cancer. "
2014_EEm_9_1.txt,"Change, addition, deletion of a part of collocation",be ended,be replaced by future generations,"So, in 2030th the generation of Hiroshima tragedy will be ended. "
2014_EEm_9_1.txt,Choice of lexical item,arising,growing,"Graphs of the USA and Sweden are mostly similar, arising(?) for about 60 years, from 1940 to 2000. "
2014_EEm_9_1.txt,Word choice,passing,decline,"So, American soldiers from Vietnam got different diseases, also the American system of healthcare negatively changing to become a state instituteвЂ¦ so we noticed the passing (?), of the US graph. "
2014_EEm_9_1.txt,"Change, addition, deletion of a part of collocation",up for,up to,"Anyway, the graph of Sweden proportion of population shows an extremely jump up for 5%! "
2014_EEm_9_2.txt,Choice of lexical item,tech,engineering,"I've got a lot of friends from really tech faculties and universities, and they are women, and sometimes, they are really more successful than men. "
2014_EEm_9_2.txt,Choice of lexical item,civil subjects,humanities,")statement, is an extremely clear difference: there are too many men on a tech subjects, and on the other hand: too many women on civil subjects. "
2014_EEm_9_2.txt,Choice of lexical item,empty,unimportant,"Nowadays, the gender difference becomes empty, too far from reality. "
2014_EEm_9_2.txt,Choice of lexical item,without any dependence,regardless,"Also, all male students have to be accepted, without any dependence of their knowledge level. "
2014_EEm_9_2.txt,Choice of lexical item,civils,humanities,"At the same time, plenty of my friends and me, study civils, and it's really interesting, I guess we do some success in this subject!"
2014_EEm_9_2.txt,Choice of lexical item,have to be cancelled in entering the subject,should not be accepted,"According to the given theory, 2% or 3% of female entering students have to be cancelled in entering the subject. "
2014_EEm_9_2.txt,"Change, addition, deletion of a part of collocation",do some success,make some progress,"At the same time, plenty of my friends and me, study civils, and it's really interesting, I guess we do some success in this subject!"
2014_EEm_9_2.txt,Choice of lexical item,entering,becoming,"According to the given theory, 2% or 3% of female entering students have to be cancelled in entering the subject. "
2014_EPa_10_1.txt,"Change, addition, deletion of a part of collocation",years,years old,"Its clearly seen from the charts that highest number of residents in the age from 15 to 59 years amounted on Italy, whereas approximately proportion is predicted for Yemen. "
2014_EPa_10_1.txt,"Change, addition, deletion of a part of collocation",years,years old,"To sum up, the number of young people from 15 to 59 years will increase in Yemen, that is not compare with Italy, where number of people from the same group will became approximately equal to the group of people 60+ years old."
2014_EPa_10_1.txt,Choice of lexical item,portion,proportion,Old people from 60+ years take a quite big portion in Italy for 2000 as for 2050. 
2014_EPa_10_1.txt,Choice of lexical item,take,make,Old people from 60+ years take a quite big portion in Italy for 2000 as for 2050. 
2014_EPa_10_1.txt,Choice of lexical item,take,form,"According to this charts people from the group 0-14 years take the biggest proportion from Yemen citizens in 2000, amounted just above a half, that is about three times more than in Italy (only near 14 per cent). "
2014_EPa_10_1.txt,Choice of lexical item,whereas,has,"Its clearly seen from the charts that highest number of residents in the age from 15 to 59 years amounted on Italy, whereas approximately proportion is predicted for Yemen. "
2014_EPa_10_2.txt,Choice of lexical item,hard,difficult,"For example, scientists proved that running for about two-three time a week could lead to increasing their ability to work on hard things more longer and improve feeling in whole body. "
2014_EPa_10_2.txt,"Change, addition, deletion of a part of collocation",health,public health,There vere a lot of researches in order to find the ways of improving health. 
2014_EPa_10_2.txt,Choice of lexical item,vere,were,There vere a lot of researches in order to find the ways of improving health. 
2014_EPa_10_2.txt,Choice of lexical item,others,other,"It caused many concerns in medical, social,government and others areas. "
2014_EPa_10_2.txt,Choice of lexical item,selffeelings,the state of health,"For example, scientists proved that running for about two-three time a week could lead to increasing their ability to work on hard things more longer and improve feeling in whole body. "
2014_EPa_10_2.txt,Choice of lexical item,worldwidest,best,One of the worldwide measures that was found is increasing the amount of sport facilities and exercises. 
2014_EPa_11_1.txt,Choice of lexical item,immediate age,the middle-aged group,"At the same time, the number of old people in Italy will have trend to increase and even will be approximately equal to the number of people in immediate age (42,3%). "
2014_EPa_11_1.txt,"Change, addition, deletion of a part of collocation",years,years old,"However, in Italy there were not such many children as people from 15 to 59 years (61,6%). "
2014_EPa_11_1.txt,Choice of lexical item,enough,quite,"The percentage of children will be enough small: only 11,5% Vice versa, their percentage in Yemen will be enough large (37%), if we compare these countries. "
2014_EPa_11_1.txt,Choice of lexical item,enough,quite,"The percentage of children will be enough small: only 11,5% Vice versa, their percentage in Yemen will be enough large (37%), if we compare these countries. "
2014_EPa_11_1.txt,Choice of lexical item,of age,aged,"It can be observed, that people of age from 15 to 59 will be more in Yemen (57,3% from common number) and only 46,2% in Italy. "
2014_EPa_11_1.txt,"Change, addition, deletion of a part of collocation",years,years old,"As for Yemen, it can be clearly sees, that in the 2000 year the most widespread age among people was from 0 to 14 years (50,1%). "
2014_EPa_11_1.txt,Choice of lexical item,such,as,"However, in Italy there were not such many children as people from 15 to 59 years (61,6%). "
2014_EPa_11_2.txt,Choice of lexical item,different,various,"What else, they suggest such ways of improving public health as different diets (vegetarians support it), various of hobbies (it has good influence on our psychology, etc)."
2014_EPa_11_2.txt,Choice of lexical item,so,such a,"Diet is good, but it has so little effect, to my mind... "
2014_EPa_11_2.txt,Choice of lexical item,different,various,"To come back to the point raised at the beginning, I would say that among different ways of improving public health, developing of sports idea in the greatest."
2014_EPa_11_2.txt,Choice of lexical item,say,talk,"They are even sure, that sport is dangerous for people: they say about different heart diseases and some injuries when you do exercises. "
2014_EPa_11_2.txt,Choice of lexical item,different,various,"They are even sure, that sport is dangerous for people: they say about different heart diseases and some injuries when you do exercises. "
2014_EPa_12_1.txt,Choice of lexical item,elder,elderly,"To sum up, there are some similar trends in these two countries: young group seems to decrease whereas elder people are likely increase. "
2014_EPa_12_1.txt,Choice of lexical item,people,group,"By projections for 2050 the eldest people in Yemen 5,7%, however in Italy it represent almost half already. "
